sensor_id,hour,date,hourly_avg
0a,5,2020-08-21,4.525
0a,5,2020-08-22,4.865
0a,5,2020-08-23,4.82
0a,5,2020-08-24,4.71
0a,5,2020-08-25,6.555
0a,6,2019-11-16,7.105
0a,6,2019-11-17,7.285
0a,6,2019-11-18,5.77
0a,6,2019-11-19,7.795
0a,6,2019-11-20,6.035
0a,6,2019-11-21,6.1
0a,6,2019-11-22,4.67
0a,6,2019-11-23,6.13
0a,6,2019-11-24,7.8
0a,6,2019-11-25,7.58
0a,6,2019-11-26,5.85
0a,6,2019-11-27,5.225
0a,6,2019-11-28,7.705
0a,6,2019-11-29,17.11
0a,6,2019-11-30,5.935
0a,6,2019-12-01,4.15
0a,6,2019-12-02,4.8549999999999995
0a,6,2019-12-03,5.765
0a,6,2019-12-04,5.09
0a,6,2019-12-05,7.27
0a,6,2019-12-06,7.405
0a,6,2019-12-07,8.145
0a,6,2019-12-08,5.795
0a,6,2019-12-09,6.665
0a,6,2019-12-10,5.055
0a,6,2019-12-11,5.405
0a,6,2019-12-12,5.555
0a,6,2019-12-13,7.305
0a,6,2019-12-14,5.8
0a,6,2019-12-15,5.925
0a,6,2019-12-16,11.225
0a,6,2019-12-17,10.785
0a,6,2019-12-18,7.765
0a,6,2019-12-19,11.355
0a,6,2019-12-20,9.315
0a,6,2019-12-21,13.65
0a,6,2019-12-22,7.66
0a,6,2019-12-23,9.29
0a,6,2019-12-24,8.37
0a,6,2019-12-25,10.63
0a,6,2019-12-26,16.705
0a,6,2019-12-27,8.76
0a,6,2019-12-28,38.31
0a,6,2019-12-29,11.975
0a,6,2019-12-30,11.355
0a,6,2019-12-31,7.505
0a,6,2020-01-01,8.34
0a,6,2020-01-02,6.605
0a,6,2020-01-03,7.28
0a,6,2020-01-04,57.79
0a,6,2020-01-05,5.965
0a,6,2020-01-06,117.31
0a,6,2020-01-07,54.79
0a,6,2020-01-08,36.9
0a,6,2020-01-09,8.3
0a,6,2020-01-10,23.94
0a,6,2020-01-11,6.755
0a,6,2020-01-12,4.455
0a,6,2020-01-13,6.665
0a,6,2020-01-14,572.735
0a,6,2020-01-15,167.59
0a,6,2020-01-16,55.375
0a,6,2020-01-17,9.51
0a,6,2020-01-18,7.38
0a,6,2020-01-19,23.325
0a,6,2020-01-20,21.645
0a,6,2020-01-21,7.74
0a,6,2020-01-22,9.19
0a,6,2020-01-23,13.185
0a,6,2020-01-24,6.02
0a,6,2020-01-25,8.025
0a,6,2020-01-26,7.74
0a,6,2020-01-27,6.41
0a,6,2020-01-28,7.1850000000000005
0a,6,2020-01-29,8.85
0a,6,2020-01-30,7.83
0a,6,2020-01-31,13.225
0a,6,2020-02-01,6.9
0a,6,2020-02-02,4.945
0a,6,2020-02-03,5.265
0a,6,2020-02-04,6.5
0a,6,2020-02-05,5.86
0a,6,2020-02-06,12.005
0a,6,2020-02-07,72.02
0a,6,2020-02-08,32.445
0a,6,2020-02-09,9.965
0a,6,2020-02-10,4.615
0a,6,2020-02-11,22.345
0a,6,2020-02-12,10.174999999999999
0a,6,2020-02-13,3.945
0a,6,2020-02-14,14.375
0a,6,2020-02-15,5.925
0a,6,2020-02-16,4.97
0a,6,2020-02-17,6.635
0a,6,2020-02-18,9.68
0a,6,2020-02-19,7.785
0a,6,2020-02-20,6.93
0a,6,2020-02-21,5.095
0a,6,2020-02-22,5.3500000000000005
0a,6,2020-02-23,7.46
0a,6,2020-02-24,10.55
0a,6,2020-02-25,17.8
0a,6,2020-02-26,5.0649999999999995
0a,6,2020-02-27,5.57
0a,6,2020-02-28,5.465
0a,6,2020-02-29,6.44
0a,6,2020-03-01,7.31
0a,6,2020-03-02,5.1450000000000005
0a,6,2020-03-03,5.275
0a,6,2020-03-04,6.405
0a,6,2020-03-05,6.26
0a,6,2020-03-06,7.385
0a,6,2020-03-07,5.425
0a,6,2020-03-08,5.115
0a,6,2020-03-09,4.88
0a,6,2020-03-10,6.135
0a,6,2020-03-11,9.125
0a,6,2020-03-12,7.2
0a,6,2020-03-13,5.39
0a,6,2020-03-14,5.48
0a,6,2020-03-15,5.255
0a,6,2020-03-16,5.71
0a,6,2020-03-17,10.18235294117647
0a,6,2020-03-18,5.895
0a,6,2020-03-19,5.957894736842105
0a,6,2020-03-20,6.36
0a,6,2020-03-21,7.035
0a,6,2020-03-22,7.165
0a,6,2020-03-23,5.19
0a,6,2020-03-24,5.325
0a,6,2020-03-25,4.715
0a,6,2020-03-26,5.65
0a,6,2020-03-27,15.66
0a,6,2020-03-28,19.275
0a,6,2020-03-29,5.775
0a,6,2020-03-30,8.335
0a,6,2020-03-31,6.735
0a,6,2020-04-01,10.33
0a,6,2020-04-02,17.41
0a,6,2020-04-03,18.81
0a,6,2020-04-04,7.109999999999999
0a,6,2020-04-05,5.28
0a,6,2020-04-06,5.335
0a,6,2020-04-07,6.515
0a,6,2020-04-08,6.455
0a,6,2020-04-09,11.5
0a,6,2020-04-10,14.379999999999999
0a,6,2020-04-11,5.98
0a,6,2020-04-12,6.245
0a,6,2020-04-13,5.315
0a,6,2020-04-14,7.51
0a,6,2020-04-15,8.735
0a,6,2020-04-16,6.275
0a,6,2020-04-17,5.555
0a,6,2020-04-18,6.365
0a,6,2020-04-19,7.305
0a,6,2020-04-20,5.22
0a,6,2020-04-21,9.69
0a,6,2020-04-22,6.4350000000000005
0a,6,2020-04-23,8.745
0a,6,2020-04-24,6.2625
0a,6,2020-04-25,6.6875
0a,6,2020-04-26,6.01875
0a,6,2020-04-27,6.9875
0a,6,2020-04-28,6.38125
0a,6,2020-04-29,4.39375
0a,6,2020-04-30,5.525
0a,6,2020-05-01,5.1
0a,6,2020-05-02,5.9875
0a,6,2020-05-03,8.25
0a,6,2020-05-04,6.441666666666666
0a,6,2020-05-05,13.791666666666666
0a,6,2020-05-06,6.158333333333333
0a,6,2020-05-07,5.35
0a,6,2020-05-08,6.2
0a,6,2020-05-09,5.6375
0a,6,2020-05-10,5.0875
0a,6,2020-05-11,5.975
0a,6,2020-05-12,5.8125
0a,6,2020-05-13,5.445
0a,6,2020-05-14,12.575
0a,6,2020-05-15,14.415
0a,6,2020-05-16,14.45
0a,6,2020-05-17,20.14
0a,6,2020-05-18,15.785
0a,6,2020-05-19,9.1
0a,6,2020-05-20,4.65
0a,6,2020-05-21,6.69
0a,6,2020-05-22,6.54
0a,6,2020-05-23,5.42
0a,6,2020-05-24,5.11
0a,6,2020-05-25,8.66470588235294
0a,6,2020-05-26,17.395
0a,6,2020-05-27,5.575
0a,6,2020-05-28,6.1
0a,6,2020-05-29,10.16
0a,6,2020-05-30,8.615
0a,6,2020-05-31,5.01
0a,6,2020-06-01,4.8950000000000005
0a,6,2020-06-02,5.66875
0a,6,2020-06-03,7.26
0a,6,2020-06-04,6.07
0a,6,2020-06-05,10.57
0a,6,2020-06-06,10.8375
0a,6,2020-06-07,5.4125
0a,6,2020-06-08,15.575
0a,6,2020-06-09,15.05625
0a,6,2020-06-10,13.3875
0a,6,2020-06-11,16.4375
0a,6,2020-06-12,19.70625
0a,6,2020-06-13,7.1000000000000005
0a,6,2020-06-14,7.1125
0a,6,2020-06-15,4.775
0a,6,2020-06-16,4.94375
0a,6,2020-06-17,8.06
0a,6,2020-06-18,9.985
0a,6,2020-06-19,6.22
0a,6,2020-06-20,6.25
0a,6,2020-06-21,12.711764705882352
0a,6,2020-06-22,5.3549999999999995
0a,6,2020-06-23,10.755
0a,6,2020-06-24,10.09
0a,6,2020-06-25,16.325
0a,6,2020-06-26,6.2700000000000005
0a,6,2020-06-27,11.23
0a,6,2020-06-28,26.37
0a,6,2020-06-29,23.79
0a,6,2020-06-30,7.38
0a,6,2020-07-01,7.23
0a,6,2020-07-02,4.5200000000000005
0a,6,2020-07-03,5.365
0a,6,2020-07-04,5.2
0a,6,2020-07-05,5.4
0a,6,2020-07-06,6.075
0a,6,2020-07-07,17.4
0a,6,2020-07-08,14.64
0a,6,2020-07-09,21.83
0a,6,2020-07-10,11.98
0a,6,2020-07-11,13.98
0a,6,2020-07-12,32.805
0a,6,2020-07-13,5.72
0a,6,2020-07-14,5.52
0a,6,2020-07-15,7.8
0a,6,2020-07-16,16.175
0a,6,2020-07-17,17.595
0a,6,2020-07-18,7.1049999999999995
0a,6,2020-07-19,5.04
0a,6,2020-07-20,5.725
0a,6,2020-07-21,12.985
0a,6,2020-07-22,5.715
0a,6,2020-07-23,5.4941176470588236
0a,6,2020-07-24,8.085
0a,6,2020-07-25,11.935
0a,6,2020-07-26,35.12
0a,6,2020-07-27,18.64
0a,6,2020-07-28,7.045
0a,6,2020-07-29,9.915
0a,6,2020-07-30,8.504999999999999
0a,6,2020-07-31,12.795
0a,6,2020-08-01,13.265
0a,6,2020-08-02,7.9
0a,6,2020-08-03,7.57
0a,6,2020-08-04,4.595
0a,6,2020-08-05,6.87
0a,6,2020-08-06,5.71
0a,6,2020-08-07,11.56
0a,6,2020-08-08,4.735
0a,6,2020-08-09,4.865
0a,6,2020-08-10,9.265
0a,6,2020-08-11,12.66
0a,6,2020-08-12,5.390000000000001
0a,6,2020-08-13,9.605
0a,6,2020-08-14,5.015
0a,6,2020-08-15,12.85
0a,6,2020-08-16,7.71
0a,6,2020-08-17,4.74
0a,6,2020-08-18,5.952941176470588
0a,6,2020-08-19,5.04
0a,6,2020-08-20,4.995
0a,6,2020-08-21,4.76
0a,6,2020-08-22,4.335
0a,6,2020-08-23,4.82
0a,6,2020-08-24,5.05
0a,6,2020-08-25,5.355
0a,7,2019-11-16,7.735
0a,7,2019-11-17,6.52
0a,7,2019-11-18,5.74
0a,7,2019-11-19,9.32
0a,7,2019-11-20,8.095
0a,7,2019-11-21,8.49
0a,7,2019-11-22,4.82
0a,7,2019-11-23,5.98
0a,7,2019-11-24,7.68
0a,7,2019-11-25,7.485
0a,7,2019-11-26,5.575
0a,7,2019-11-27,5.44
0a,7,2019-11-28,8.785
0a,7,2019-11-29,19.315
0a,7,2019-11-30,5.6
0a,7,2019-12-01,4.145
0a,7,2019-12-02,5.36
0a,7,2019-12-03,6.25
0a,7,2019-12-04,4.98
0a,7,2019-12-05,7.215
0a,7,2019-12-06,7.655
0a,7,2019-12-07,10.085
0a,7,2019-12-08,5.425
0a,7,2019-12-09,7.08
0a,7,2019-12-10,4.9
0a,7,2019-12-11,5.69
0a,7,2019-12-12,5.88
0a,7,2019-12-13,7.7
0a,7,2019-12-14,5.815
0a,7,2019-12-15,5.975
0a,7,2019-12-16,12.99
0a,7,2019-12-17,11.67
0a,7,2019-12-18,9.76
0a,7,2019-12-19,12.595
0a,7,2019-12-20,7.945
0a,7,2019-12-21,12.08
0a,7,2019-12-22,7.425
0a,7,2019-12-23,10.315
0a,7,2019-12-24,7.5
0a,7,2019-12-25,17.14
0a,7,2019-12-26,17.105
0a,7,2019-12-27,9.205
0a,7,2019-12-28,43.71
0a,7,2019-12-29,12.585
0a,7,2019-12-30,11.29
0a,7,2019-12-31,7.355
0a,7,2020-01-01,8.09
0a,7,2020-01-02,7.3
0a,7,2020-01-03,6.84
0a,7,2020-01-04,37.31
0a,7,2020-01-05,6.11
0a,7,2020-01-06,136.465
0a,7,2020-01-07,41.775
0a,7,2020-01-08,27.525
0a,7,2020-01-09,6.01
0a,7,2020-01-10,22.575
0a,7,2020-01-11,6.72
0a,7,2020-01-12,4.78
0a,7,2020-01-13,7.365
0a,7,2020-01-14,478.385
0a,7,2020-01-15,186.79
0a,7,2020-01-16,51.305
0a,7,2020-01-17,10.665
0a,7,2020-01-18,7.755
0a,7,2020-01-19,25.285
0a,7,2020-01-20,16.665
0a,7,2020-01-21,7.765
0a,7,2020-01-22,12.285
0a,7,2020-01-23,13.17
0a,7,2020-01-24,6.1
0a,7,2020-01-25,7.23
0a,7,2020-01-26,10.115
0a,7,2020-01-27,6.79
0a,7,2020-01-28,8.635
0a,7,2020-01-29,9.585
0a,7,2020-01-30,7.475
0a,7,2020-01-31,13.955
0a,7,2020-02-01,7.525
0a,7,2020-02-02,5.46
0a,7,2020-02-03,5.52
0a,7,2020-02-04,6.16
0a,7,2020-02-05,6.03
0a,7,2020-02-06,16.805
0a,7,2020-02-07,81.89
0a,7,2020-02-08,40.19
0a,7,2020-02-09,11.61
0a,7,2020-02-10,5.83
0a,7,2020-02-11,21.525
0a,7,2020-02-12,7.64
0a,7,2020-02-13,4.095
0a,7,2020-02-14,18.085
0a,7,2020-02-15,8.23
0a,7,2020-02-16,4.8
0a,7,2020-02-17,7.0600000000000005
0a,7,2020-02-18,10.645
0a,7,2020-02-19,8.595
0a,7,2020-02-20,6.51
0a,7,2020-02-21,6.505
0a,7,2020-02-22,5.535
0a,7,2020-02-23,7.525
0a,7,2020-02-24,13.49
0a,7,2020-02-25,17.605
0a,7,2020-02-26,5.185
0a,7,2020-02-27,5.86
0a,7,2020-02-28,5.84
0a,7,2020-02-29,5.76
0a,7,2020-03-01,6.54
0a,7,2020-03-02,5.455
0a,7,2020-03-03,5.055
0a,7,2020-03-04,6.66
0a,7,2020-03-05,7.04
0a,7,2020-03-06,7.03
0a,7,2020-03-07,5.555
0a,7,2020-03-08,5.335
0a,7,2020-03-09,4.93
0a,7,2020-03-10,6.265
0a,7,2020-03-11,9.375
0a,7,2020-03-12,6.609999999999999
0a,7,2020-03-13,5.555
0a,7,2020-03-14,5.475
0a,7,2020-03-15,5.18
0a,7,2020-03-16,6.44
0a,7,2020-03-17,9.005263157894737
0a,7,2020-03-18,6.95
0a,7,2020-03-19,6.945
0a,7,2020-03-20,6.415
0a,7,2020-03-21,7.695
0a,7,2020-03-22,7.055
0a,7,2020-03-23,5.2700000000000005
0a,7,2020-03-24,6.115
0a,7,2020-03-25,5.38
0a,7,2020-03-26,6.355
0a,7,2020-03-27,14.48
0a,7,2020-03-28,19.11
0a,7,2020-03-29,5.38
0a,7,2020-03-30,8.6
0a,7,2020-03-31,7.15
0a,7,2020-04-01,9.55
0a,7,2020-04-02,9.345
0a,7,2020-04-03,14.84
0a,7,2020-04-04,5.87
0a,7,2020-04-05,5.415
0a,7,2020-04-06,5.875
0a,7,2020-04-07,6.505
0a,7,2020-04-08,6.865
0a,7,2020-04-09,13.595
0a,7,2020-04-10,11.915
0a,7,2020-04-11,5.915
0a,7,2020-04-12,5.865
0a,7,2020-04-13,4.9
0a,7,2020-04-14,8.68
0a,7,2020-04-15,8.620000000000001
0a,7,2020-04-16,6.28
0a,7,2020-04-17,5.67
0a,7,2020-04-18,6.385
0a,7,2020-04-19,7.16
0a,7,2020-04-20,5.215
0a,7,2020-04-21,9.525
0a,7,2020-04-22,6.84
0a,7,2020-04-23,7.96
0a,7,2020-04-24,6.70625
0a,7,2020-04-25,8.80625
0a,7,2020-04-26,5.2
0a,7,2020-04-27,8.3125
0a,7,2020-04-28,6.75
0a,7,2020-04-29,4.50625
0a,7,2020-04-30,5.6125
0a,7,2020-05-01,6.125
0a,7,2020-05-02,6.025
0a,7,2020-05-03,8.025
0a,7,2020-05-04,9.658333333333333
0a,7,2020-05-05,15.783333333333333
0a,7,2020-05-06,6.166666666666666
0a,7,2020-05-07,5.5
0a,7,2020-05-08,6.7375
0a,7,2020-05-09,6.0875
0a,7,2020-05-10,5.1875
0a,7,2020-05-11,5.95
0a,7,2020-05-12,5.975
0a,7,2020-05-13,5.645
0a,7,2020-05-14,10.685
0a,7,2020-05-15,12.275
0a,7,2020-05-16,13.535
0a,7,2020-05-17,19.875
0a,7,2020-05-18,14.455
0a,7,2020-05-19,6.25
0a,7,2020-05-20,4.865
0a,7,2020-05-21,7.965
0a,7,2020-05-22,7.72
0a,7,2020-05-23,5.315
0a,7,2020-05-24,5.005
0a,7,2020-05-25,8.005263157894737
0a,7,2020-05-26,16.41
0a,7,2020-05-27,6.055
0a,7,2020-05-28,6.552631578947368
0a,7,2020-05-29,10.44
0a,7,2020-05-30,7.545
0a,7,2020-05-31,4.94
0a,7,2020-06-01,4.465
0a,7,2020-06-02,5.91578947368421
0a,7,2020-06-03,7.59
0a,7,2020-06-04,6.345
0a,7,2020-06-05,9.835
0a,7,2020-06-06,10.00625
0a,7,2020-06-07,5.51875
0a,7,2020-06-08,20.63125
0a,7,2020-06-09,13.85625
0a,7,2020-06-10,13.175
0a,7,2020-06-11,15.025
0a,7,2020-06-12,17.825
0a,7,2020-06-13,6.95
0a,7,2020-06-14,7.1125
0a,7,2020-06-15,5.65625
0a,7,2020-06-16,4.775
0a,7,2020-06-17,8.315
0a,7,2020-06-18,10.255
0a,7,2020-06-19,5.76
0a,7,2020-06-20,5.565
0a,7,2020-06-21,13.678947368421053
0a,7,2020-06-22,5.765
0a,7,2020-06-23,12.225
0a,7,2020-06-24,10.005
0a,7,2020-06-25,6.165
0a,7,2020-06-26,6.545
0a,7,2020-06-27,10.515
0a,7,2020-06-28,18.97
0a,7,2020-06-29,19.645
0a,7,2020-06-30,8.67
0a,7,2020-07-01,6.885
0a,7,2020-07-02,4.725
0a,7,2020-07-03,5.62
0a,7,2020-07-04,5.24
0a,7,2020-07-05,6.135
0a,7,2020-07-06,6.515
0a,7,2020-07-07,16.985
0a,7,2020-07-08,14.935
0a,7,2020-07-09,12.65
0a,7,2020-07-10,11.655
0a,7,2020-07-11,15.185
0a,7,2020-07-12,31.685000000000002
0a,7,2020-07-13,5.355
0a,7,2020-07-14,5.345
0a,7,2020-07-15,7.48
0a,7,2020-07-16,15.36
0a,7,2020-07-17,17.41
0a,7,2020-07-18,6.905
0a,7,2020-07-19,5.045
0a,7,2020-07-20,6.015
0a,7,2020-07-21,12.545
0a,7,2020-07-22,5.89
0a,7,2020-07-23,5.494736842105263
0a,7,2020-07-24,10.23
0a,7,2020-07-25,9.075
0a,7,2020-07-26,36.575
0a,7,2020-07-27,20.755
0a,7,2020-07-28,7.695
0a,7,2020-07-29,8.865
0a,7,2020-07-30,9.084999999999999
0a,7,2020-07-31,12.040000000000001
0a,7,2020-08-01,15.549999999999999
0a,7,2020-08-02,8.68
0a,7,2020-08-03,7.447058823529412
0a,7,2020-08-04,5.03
0a,7,2020-08-05,7.2299999999999995
0a,7,2020-08-06,6.075
0a,7,2020-08-07,10.745000000000001
0a,7,2020-08-08,4.84
0a,7,2020-08-09,5.29
0a,7,2020-08-10,10.25
0a,7,2020-08-11,16.685
0a,7,2020-08-12,6.0600000000000005
0a,7,2020-08-13,9.445
0a,7,2020-08-14,5.465
0a,7,2020-08-15,13.185
0a,7,2020-08-16,7.785
0a,7,2020-08-17,5.04
0a,7,2020-08-18,5.368421052631579
0a,7,2020-08-19,5.195
0a,7,2020-08-20,6.11
0a,7,2020-08-21,5.115
0a,7,2020-08-22,4.395
0a,7,2020-08-23,5.31
0a,7,2020-08-24,5.14
0a,7,2020-08-25,6.305
0a,8,2019-11-16,7.15
0a,8,2019-11-17,5.46
0a,8,2019-11-18,5.21
0a,8,2019-11-19,10.37
0a,8,2019-11-20,9.71
0a,8,2019-11-21,7.875
0a,8,2019-11-22,5.05
0a,8,2019-11-23,5.955
0a,8,2019-11-24,7.28
0a,8,2019-11-25,7.45
0a,8,2019-11-26,6.365
0a,8,2019-11-27,5.335
0a,8,2019-11-28,6.4
0a,8,2019-11-29,27.9
0a,8,2019-11-30,6.395
0a,8,2019-12-01,4.055
0a,8,2019-12-02,6.1049999999999995
0a,8,2019-12-03,5.795
0a,8,2019-12-04,5.22
0a,8,2019-12-05,7.1
0a,8,2019-12-06,7.33
0a,8,2019-12-07,9.65
0a,8,2019-12-08,5.67
0a,8,2019-12-09,9.5
0a,8,2019-12-10,4.91
0a,8,2019-12-11,6.15
0a,8,2019-12-12,5.995
0a,8,2019-12-13,6.48
0a,8,2019-12-14,4.54
0a,8,2019-12-15,5.28
0a,8,2019-12-16,14.325
0a,8,2019-12-17,12.83
0a,8,2019-12-18,9.725
0a,8,2019-12-19,12.07
0a,8,2019-12-20,7.195
0a,8,2019-12-21,10.405
0a,8,2019-12-22,7.890000000000001
0a,8,2019-12-23,12.275
0a,8,2019-12-24,6.32
0a,8,2019-12-25,21.45
0a,8,2019-12-26,16.41
0a,8,2019-12-27,8.25
0a,8,2019-12-28,45.265
0a,8,2019-12-29,11.64
0a,8,2019-12-30,11.08
0a,8,2019-12-31,7.765
0a,8,2020-01-01,7.76
0a,8,2020-01-02,7.03
0a,8,2020-01-03,8.3
0a,8,2020-01-04,46.47
0a,8,2020-01-05,6.165
0a,8,2020-01-06,150.70499999999998
0a,8,2020-01-07,31.055
0a,8,2020-01-08,24.095
0a,8,2020-01-09,6.485
0a,8,2020-01-10,20.65
0a,8,2020-01-11,6.15
0a,8,2020-01-12,4.545
0a,8,2020-01-13,7.54
0a,8,2020-01-14,387.18
0a,8,2020-01-15,254.23499999999999
0a,8,2020-01-16,43.075
0a,8,2020-01-17,11.6
0a,8,2020-01-18,7.985
0a,8,2020-01-19,27.165
0a,8,2020-01-20,14.63
0a,8,2020-01-21,8.125
0a,8,2020-01-22,12.475
0a,8,2020-01-23,7.415
0a,8,2020-01-24,5.615
0a,8,2020-01-25,6.7
0a,8,2020-01-26,9.64
0a,8,2020-01-27,6.58
0a,8,2020-01-28,9.870000000000001
0a,8,2020-01-29,9.78
0a,8,2020-01-30,6.79
0a,8,2020-01-31,14.57
0a,8,2020-02-01,5.26
0a,8,2020-02-02,5.175
0a,8,2020-02-03,5.88
0a,8,2020-02-04,6.695
0a,8,2020-02-05,6.04
0a,8,2020-02-06,27.97
0a,8,2020-02-07,86.745
0a,8,2020-02-08,38.895
0a,8,2020-02-09,12.36
0a,8,2020-02-10,6.915
0a,8,2020-02-11,19.72
0a,8,2020-02-12,5.985
0a,8,2020-02-13,4.13
0a,8,2020-02-14,18.419999999999998
0a,8,2020-02-15,11.08
0a,8,2020-02-16,4.48
0a,8,2020-02-17,6.915
0a,8,2020-02-18,11.370000000000001
0a,8,2020-02-19,8.16
0a,8,2020-02-20,5.945
0a,8,2020-02-21,8.105
0a,8,2020-02-22,5.32
0a,8,2020-02-23,7.7299999999999995
0a,8,2020-02-24,21.425
0a,8,2020-02-25,15.505
0a,8,2020-02-26,5.79
0a,8,2020-02-27,5.895
0a,8,2020-02-28,6.215
0a,8,2020-02-29,6.465
0a,8,2020-03-01,6.785
0a,8,2020-03-02,5.55
0a,8,2020-03-03,4.9350000000000005
0a,8,2020-03-04,7.17
0a,8,2020-03-05,8.91
0a,8,2020-03-06,6.885
0a,8,2020-03-07,5.985
0a,8,2020-03-08,5.205
0a,8,2020-03-09,5.115
0a,8,2020-03-10,7.455
0a,8,2020-03-11,10.71
0a,8,2020-03-12,7.405
0a,8,2020-03-13,5.865
0a,8,2020-03-14,5.365
0a,8,2020-03-15,5.165
0a,8,2020-03-16,8.1
0a,8,2020-03-17,9.025
0a,8,2020-03-18,6.75
0a,8,2020-03-19,10.115
0a,8,2020-03-20,6.605
0a,8,2020-03-21,7.735
0a,8,2020-03-22,6.3
0a,8,2020-03-23,5.765
0a,8,2020-03-24,6.355
0a,8,2020-03-25,5.51
0a,8,2020-03-26,6.42
0a,8,2020-03-27,21.51
0a,8,2020-03-28,17.755
0a,8,2020-03-29,5.375
0a,8,2020-03-30,9.23
0a,8,2020-03-31,7.93
0a,8,2020-04-01,9.405
0a,8,2020-04-02,12.62
0a,8,2020-04-03,15.155
0a,8,2020-04-04,6.005
0a,8,2020-04-05,4.935
0a,8,2020-04-06,6.225
0a,8,2020-04-07,6.43
0a,8,2020-04-08,5.74
0a,8,2020-04-09,16.4
0a,8,2020-04-10,7.325
0a,8,2020-04-11,7.605
0a,8,2020-04-12,5.89
0a,8,2020-04-13,5.015
0a,8,2020-04-14,8.815
0a,8,2020-04-15,8.82
0a,8,2020-04-16,7.78
0a,8,2020-04-17,5.825
0a,8,2020-04-18,5.84
0a,8,2020-04-19,6.78
0a,8,2020-04-20,5.47
0a,8,2020-04-21,9.685
0a,8,2020-04-22,7.03
0a,8,2020-04-23,7.5
0a,8,2020-04-24,6.6625000000000005
0a,8,2020-04-25,7.14375
0a,8,2020-04-26,11.3125
0a,8,2020-04-27,6.6875
0a,8,2020-04-28,6.55625
0a,8,2020-04-29,5.46875
0a,8,2020-04-30,5.5
0a,8,2020-05-01,5.925
0a,8,2020-05-02,5.8125
0a,8,2020-05-03,8.616666666666667
0a,8,2020-05-04,12.575
0a,8,2020-05-05,13.858333333333333
0a,8,2020-05-06,6.308333333333334
0a,8,2020-05-07,5.591666666666667
0a,8,2020-05-08,6.6
0a,8,2020-05-09,5.8625
0a,8,2020-05-10,5.5375
0a,8,2020-05-11,6.35
0a,8,2020-05-12,5.5125
0a,8,2020-05-13,5.92
0a,8,2020-05-14,9.555
0a,8,2020-05-15,12.076470588235294
0a,8,2020-05-16,12.77
0a,8,2020-05-17,17.44
0a,8,2020-05-18,24.165
0a,8,2020-05-19,7.325
0a,8,2020-05-20,5.405
0a,8,2020-05-21,5.705
0a,8,2020-05-22,8.41
0a,8,2020-05-23,5.26
0a,8,2020-05-24,5.34
0a,8,2020-05-25,9.505
0a,8,2020-05-26,17.76
0a,8,2020-05-27,6.475
0a,8,2020-05-28,6.895
0a,8,2020-05-29,12.3
0a,8,2020-05-30,6.515
0a,8,2020-05-31,5.16
0a,8,2020-06-01,4.645
0a,8,2020-06-02,6.57
0a,8,2020-06-03,6.82
0a,8,2020-06-04,6.72
0a,8,2020-06-05,12.48
0a,8,2020-06-06,9.76875
0a,8,2020-06-07,5.45
0a,8,2020-06-08,18.58125
0a,8,2020-06-09,12.73125
0a,8,2020-06-10,15.36875
0a,8,2020-06-11,16.25625
0a,8,2020-06-12,18.04375
0a,8,2020-06-13,6.84375
0a,8,2020-06-14,6.43125
0a,8,2020-06-15,6.26875
0a,8,2020-06-16,4.58125
0a,8,2020-06-17,9.655
0a,8,2020-06-18,11.25
0a,8,2020-06-19,6.005
0a,8,2020-06-20,7.385
0a,8,2020-06-21,11.73
0a,8,2020-06-22,5.875
0a,8,2020-06-23,11.575
0a,8,2020-06-24,8.97
0a,8,2020-06-25,5.355
0a,8,2020-06-26,6.315
0a,8,2020-06-27,9.065
0a,8,2020-06-28,17.28
0a,8,2020-06-29,16.89
0a,8,2020-06-30,9.145
0a,8,2020-07-01,7.145
0a,8,2020-07-02,4.92
0a,8,2020-07-03,6.8149999999999995
0a,8,2020-07-04,5.465
0a,8,2020-07-05,4.86
0a,8,2020-07-06,7.355
0a,8,2020-07-07,15.84
0a,8,2020-07-08,15.86
0a,8,2020-07-09,13.370000000000001
0a,8,2020-07-10,15.219999999999999
0a,8,2020-07-11,11.65
0a,8,2020-07-12,31.735
0a,8,2020-07-13,5.83
0a,8,2020-07-14,5.74
0a,8,2020-07-15,7.06
0a,8,2020-07-16,20.07
0a,8,2020-07-17,20.455
0a,8,2020-07-18,5.895
0a,8,2020-07-19,4.955
0a,8,2020-07-20,6.6049999999999995
0a,8,2020-07-21,8.815
0a,8,2020-07-22,5.86
0a,8,2020-07-23,5.84
0a,8,2020-07-24,12.99
0a,8,2020-07-25,9.22
0a,8,2020-07-26,38.385
0a,8,2020-07-27,21.21
0a,8,2020-07-28,8.195
0a,8,2020-07-29,11.485
0a,8,2020-07-30,10.135
0a,8,2020-07-31,12.709999999999999
0a,8,2020-08-01,12.545
0a,8,2020-08-02,10.334999999999999
0a,8,2020-08-03,7.736842105263158
0a,8,2020-08-04,5.265
0a,8,2020-08-05,7.22
0a,8,2020-08-06,6.925
0a,8,2020-08-07,11.86
0a,8,2020-08-08,4.895
0a,8,2020-08-09,5
0a,8,2020-08-10,14.055
0a,8,2020-08-11,17.7
0a,8,2020-08-12,5.795
0a,8,2020-08-13,7.01
0a,8,2020-08-14,5.7
0a,8,2020-08-15,13.795
0a,8,2020-08-16,6.98
0a,8,2020-08-17,4.885
0a,8,2020-08-18,5.515
0a,8,2020-08-19,5.182352941176471
