sensor_id,hour,date,hourly_avg
0a,2,2020-08-19,5.205
0a,2,2020-08-20,5.09
0a,2,2020-08-21,4.7894736842105265
0a,2,2020-08-22,5.01
0a,2,2020-08-23,4.965
0a,2,2020-08-24,4.58
0a,2,2020-08-25,5.682352941176471
0a,3,2019-11-16,7.075
0a,3,2019-11-17,6.48
0a,3,2019-11-18,6.115
0a,3,2019-11-19,7.27
0a,3,2019-11-20,4.875
0a,3,2019-11-21,4.55
0a,3,2019-11-22,4.8
0a,3,2019-11-23,5.42
0a,3,2019-11-24,6.915
0a,3,2019-11-25,8.07
0a,3,2019-11-26,8.51
0a,3,2019-11-27,5.045
0a,3,2019-11-28,7.32
0a,3,2019-11-29,8.495
0a,3,2019-11-30,6.8950000000000005
0a,3,2019-12-01,4.155
0a,3,2019-12-02,5.315
0a,3,2019-12-03,4.33
0a,3,2019-12-04,6.07
0a,3,2019-12-05,6.36
0a,3,2019-12-06,5.55
0a,3,2019-12-07,8.02
0a,3,2019-12-08,5.745
0a,3,2019-12-09,7.635
0a,3,2019-12-10,7.38
0a,3,2019-12-11,5.33
0a,3,2019-12-12,6.3100000000000005
0a,3,2019-12-13,7.57
0a,3,2019-12-14,5.595
0a,3,2019-12-15,6.295
0a,3,2019-12-16,8.24
0a,3,2019-12-17,8.61
0a,3,2019-12-18,6.345
0a,3,2019-12-19,7.31
0a,3,2019-12-20,7.93
0a,3,2019-12-21,14.209999999999999
0a,3,2019-12-22,6.86
0a,3,2019-12-23,10.325
0a,3,2019-12-24,9.52
0a,3,2019-12-25,8.735
0a,3,2019-12-26,17.07
0a,3,2019-12-27,8.385
0a,3,2019-12-28,32.1
0a,3,2019-12-29,10.84
0a,3,2019-12-30,10.71
0a,3,2019-12-31,11.555
0a,3,2020-01-01,6.79
0a,3,2020-01-02,5.685
0a,3,2020-01-03,7.005
0a,3,2020-01-04,72.725
0a,3,2020-01-05,6.35
0a,3,2020-01-06,48.655
0a,3,2020-01-07,51.769999999999996
0a,3,2020-01-08,38.485
0a,3,2020-01-09,19.655
0a,3,2020-01-10,84.85
0a,3,2020-01-11,6.94
0a,3,2020-01-12,5.1
0a,3,2020-01-13,5.35
0a,3,2020-01-14,782.535
0a,3,2020-01-15,208.655
0a,3,2020-01-16,74.855
0a,3,2020-01-17,8.29
0a,3,2020-01-18,5.69
0a,3,2020-01-19,23.195
0a,3,2020-01-20,16.825
0a,3,2020-01-21,9.015
0a,3,2020-01-22,7.41
0a,3,2020-01-23,7.765
0a,3,2020-01-24,5.04
0a,3,2020-01-25,5.46
0a,3,2020-01-26,6.211764705882353
0a,3,2020-01-27,5.905
0a,3,2020-01-28,6.045
0a,3,2020-01-29,7.316666666666666
0a,3,2020-01-30,13.78
0a,3,2020-01-31,12.225
0a,3,2020-02-01,8.115
0a,3,2020-02-02,7.395
0a,3,2020-02-03,5.275
0a,3,2020-02-04,5.41
0a,3,2020-02-05,5.4
0a,3,2020-02-06,10.05
0a,3,2020-02-07,81.38
0a,3,2020-02-08,53.805
0a,3,2020-02-09,8.005
0a,3,2020-02-10,4.83
0a,3,2020-02-11,9.055
0a,3,2020-02-12,6.96
0a,3,2020-02-13,6.025
0a,3,2020-02-14,11.879999999999999
0a,3,2020-02-15,28.075
0a,3,2020-02-16,7.155
0a,3,2020-02-17,5.6
0a,3,2020-02-18,8.040000000000001
0a,3,2020-02-19,6.81
0a,3,2020-02-20,6.515
0a,3,2020-02-21,4.59
0a,3,2020-02-22,5.49
0a,3,2020-02-23,7.355
0a,3,2020-02-24,11.91
0a,3,2020-02-25,24.425
0a,3,2020-02-26,5.715
0a,3,2020-02-27,5.65
0a,3,2020-02-28,5.135
0a,3,2020-02-29,5.52
0a,3,2020-03-01,6.1
0a,3,2020-03-02,5.395
0a,3,2020-03-03,5.48
0a,3,2020-03-04,6.065
0a,3,2020-03-05,7.640000000000001
0a,3,2020-03-06,7.235294117647059
0a,3,2020-03-07,5.245
0a,3,2020-03-08,6.5200000000000005
0a,3,2020-03-09,4.93
0a,3,2020-03-10,5.44
0a,3,2020-03-11,6.57
0a,3,2020-03-12,5.93
0a,3,2020-03-13,5.157894736842105
0a,3,2020-03-14,5.655
0a,3,2020-03-15,4.883333333333333
0a,3,2020-03-16,5.185
0a,3,2020-03-17,7.005
0a,3,2020-03-18,4.99
0a,3,2020-03-19,6.14
0a,3,2020-03-20,5.575
0a,3,2020-03-21,6.7
0a,3,2020-03-22,8.525
0a,3,2020-03-23,5.53
0a,3,2020-03-24,4.7299999999999995
0a,3,2020-03-25,4.74
0a,3,2020-03-26,5.24
0a,3,2020-03-27,7.585
0a,3,2020-03-28,9.775
0a,3,2020-03-29,5.555
0a,3,2020-03-30,8.745
0a,3,2020-03-31,6.125
0a,3,2020-04-01,7.35
0a,3,2020-04-02,15.715
0a,3,2020-04-03,20.82
0a,3,2020-04-04,6.13
0a,3,2020-04-05,5.08
0a,3,2020-04-06,5.15
0a,3,2020-04-07,5.155
0a,3,2020-04-08,6.7
0a,3,2020-04-09,7.85
0a,3,2020-04-10,14.695
0a,3,2020-04-11,5.46
0a,3,2020-04-12,7.055
0a,3,2020-04-13,5.72
0a,3,2020-04-14,9.26
0a,3,2020-04-15,8.53
0a,3,2020-04-16,5.33
0a,3,2020-04-17,5.65
0a,3,2020-04-18,5.83
0a,3,2020-04-19,5.94
0a,3,2020-04-20,5.915
0a,3,2020-04-21,10.075
0a,3,2020-04-22,6.075
0a,3,2020-04-23,8.705
0a,3,2020-04-24,5.96
0a,3,2020-04-25,7.20625
0a,3,2020-04-26,5.59375
0a,3,2020-04-27,6.51875
0a,3,2020-04-28,6.4875
0a,3,2020-04-29,5.7875000000000005
0a,3,2020-04-30,5.3625
0a,3,2020-05-01,4.387499999999999
0a,3,2020-05-02,5.8
0a,3,2020-05-03,8.283333333333333
0a,3,2020-05-04,5.391666666666667
0a,3,2020-05-05,12.741666666666667
0a,3,2020-05-06,5.608333333333333
0a,3,2020-05-07,4.866666666666666
0a,3,2020-05-08,5.8375
0a,3,2020-05-09,5.4125
0a,3,2020-05-10,4.8625
0a,3,2020-05-11,6.15
0a,3,2020-05-12,5.4375
0a,3,2020-05-13,5.315
0a,3,2020-05-14,17.31
0a,3,2020-05-15,13.57
0a,3,2020-05-16,19.315
0a,3,2020-05-17,21.475
0a,3,2020-05-18,21.678947368421053
0a,3,2020-05-19,7.8
0a,3,2020-05-20,4.76
0a,3,2020-05-21,4.67
0a,3,2020-05-22,7.435
0a,3,2020-05-23,5.345
0a,3,2020-05-24,5.155
0a,3,2020-05-25,5.5
0a,3,2020-05-26,17.64
0a,3,2020-05-27,7.1049999999999995
0a,3,2020-05-28,6.535
0a,3,2020-05-29,12.19
0a,3,2020-05-30,7.11
0a,3,2020-05-31,4.935
0a,3,2020-06-01,5.185
0a,3,2020-06-02,5.7
0a,3,2020-06-03,8.295
0a,3,2020-06-04,5.92
0a,3,2020-06-05,12.85
0a,3,2020-06-06,15.66875
0a,3,2020-06-07,6.2125
0a,3,2020-06-08,13.6
0a,3,2020-06-09,20.40625
0a,3,2020-06-10,17
0a,3,2020-06-11,16.3625
0a,3,2020-06-12,20.56875
0a,3,2020-06-13,13.51875
0a,3,2020-06-14,4.89375
0a,3,2020-06-15,4.34375
0a,3,2020-06-16,5.68125
0a,3,2020-06-17,7.6899999999999995
0a,3,2020-06-18,10.18
0a,3,2020-06-19,6.147368421052632
0a,3,2020-06-20,6.335
0a,3,2020-06-21,16.635
0a,3,2020-06-22,10.325
0a,3,2020-06-23,14.625
0a,3,2020-06-24,12.675
0a,3,2020-06-25,11.66
0a,3,2020-06-26,6.095
0a,3,2020-06-27,9.385
0a,3,2020-06-28,33.795
0a,3,2020-06-29,24.93
0a,3,2020-06-30,11.36111111111111
0a,3,2020-07-01,9.18
0a,3,2020-07-02,4.325
0a,3,2020-07-03,5.08
0a,3,2020-07-04,5.3
0a,3,2020-07-05,5.08
0a,3,2020-07-06,6.14
0a,3,2020-07-07,8.66
0a,3,2020-07-08,14.36
0a,3,2020-07-09,16.985
0a,3,2020-07-10,13.69
0a,3,2020-07-11,11.94
0a,3,2020-07-12,29.205
0a,3,2020-07-13,5.755
0a,3,2020-07-14,5.175
0a,3,2020-07-15,7.815
0a,3,2020-07-16,12.425
0a,3,2020-07-17,13.8
0a,3,2020-07-18,8.36
0a,3,2020-07-19,4.93
0a,3,2020-07-20,5.295
0a,3,2020-07-21,5.795
0a,3,2020-07-22,7.57
0a,3,2020-07-23,5.155
0a,3,2020-07-24,12.535
0a,3,2020-07-25,20.455
0a,3,2020-07-26,37.365
0a,3,2020-07-27,19.705
0a,3,2020-07-28,6.1850000000000005
0a,3,2020-07-29,9.655
0a,3,2020-07-30,6.91
0a,3,2020-07-31,16.05
0a,3,2020-08-01,8.09
0a,3,2020-08-02,6.64
0a,3,2020-08-03,7.125
0a,3,2020-08-04,4.59
0a,3,2020-08-05,5.645
0a,3,2020-08-06,4.75
0a,3,2020-08-07,8.33
0a,3,2020-08-08,4.535
0a,3,2020-08-09,5.855
0a,3,2020-08-10,7.9
0a,3,2020-08-11,15.565
0a,3,2020-08-12,5.32
0a,3,2020-08-13,7.385
0a,3,2020-08-14,6.49
0a,3,2020-08-15,11.088888888888889
0a,3,2020-08-16,9.235
0a,3,2020-08-17,4.585
0a,3,2020-08-18,5.025
0a,3,2020-08-19,5.26
0a,3,2020-08-20,4.79
0a,3,2020-08-21,4.71
0a,3,2020-08-22,5
0a,3,2020-08-23,5.91
0a,3,2020-08-24,4.58
0a,3,2020-08-25,5.226315789473684
0a,4,2019-11-16,6.955
0a,4,2019-11-17,7.38
0a,4,2019-11-18,5.91
0a,4,2019-11-19,7.28
0a,4,2019-11-20,4.535
0a,4,2019-11-21,4.375
0a,4,2019-11-22,4.4
0a,4,2019-11-23,5.72
0a,4,2019-11-24,6.76
0a,4,2019-11-25,7.81
0a,4,2019-11-26,6.01
0a,4,2019-11-27,5.01
0a,4,2019-11-28,8.125
0a,4,2019-11-29,13.845
0a,4,2019-11-30,6.51
0a,4,2019-12-01,4.365
0a,4,2019-12-02,4.425
0a,4,2019-12-03,4.01
0a,4,2019-12-04,5.345
0a,4,2019-12-05,6.29
0a,4,2019-12-06,6.135
0a,4,2019-12-07,7.915
0a,4,2019-12-08,5.56
0a,4,2019-12-09,7.6
0a,4,2019-12-10,6.0649999999999995
0a,4,2019-12-11,4.9
0a,4,2019-12-12,6.53
0a,4,2019-12-13,6.625
0a,4,2019-12-14,6.15
0a,4,2019-12-15,6.33
0a,4,2019-12-16,8.79
0a,4,2019-12-17,9.975
0a,4,2019-12-18,6.08
0a,4,2019-12-19,8.27
0a,4,2019-12-20,7.25
0a,4,2019-12-21,12.35
0a,4,2019-12-22,7.065
0a,4,2019-12-23,10.275
0a,4,2019-12-24,9.505
0a,4,2019-12-25,9.18
0a,4,2019-12-26,16.22
0a,4,2019-12-27,8.265
0a,4,2019-12-28,34.345
0a,4,2019-12-29,10.425
0a,4,2019-12-30,11.15
0a,4,2019-12-31,9.59
0a,4,2020-01-01,7.475
0a,4,2020-01-02,5.945
0a,4,2020-01-03,6.695
0a,4,2020-01-04,71.91
0a,4,2020-01-05,6.08
0a,4,2020-01-06,43.980000000000004
0a,4,2020-01-07,63.94
0a,4,2020-01-08,36.88
0a,4,2020-01-09,16.805
0a,4,2020-01-10,72.78
0a,4,2020-01-11,7.17
0a,4,2020-01-12,4.59
0a,4,2020-01-13,5.82
0a,4,2020-01-14,762.66
0a,4,2020-01-15,189.59
0a,4,2020-01-16,51.555
0a,4,2020-01-17,8.675
0a,4,2020-01-18,5.695
0a,4,2020-01-19,21.45
0a,4,2020-01-20,23.645
0a,4,2020-01-21,9.115
0a,4,2020-01-22,7.37
0a,4,2020-01-23,7.78
0a,4,2020-01-24,5.13
0a,4,2020-01-25,5.21
0a,4,2020-01-26,6.8578947368421055
0a,4,2020-01-27,5.775
0a,4,2020-01-28,6.575
0a,4,2020-01-29,7.285
0a,4,2020-01-30,11.47
0a,4,2020-01-31,12.88
0a,4,2020-02-01,8.834999999999999
0a,4,2020-02-02,6.005
0a,4,2020-02-03,5.34
0a,4,2020-02-04,5.49
0a,4,2020-02-05,5.43
0a,4,2020-02-06,12.285
0a,4,2020-02-07,65.31
0a,4,2020-02-08,58.32
0a,4,2020-02-09,8.94
0a,4,2020-02-10,4.725
0a,4,2020-02-11,11.81
0a,4,2020-02-12,7.21
0a,4,2020-02-13,6.615
0a,4,2020-02-14,10.6
0a,4,2020-02-15,10.645
0a,4,2020-02-16,8.785
0a,4,2020-02-17,6.34
0a,4,2020-02-18,8.635
0a,4,2020-02-19,7.715
0a,4,2020-02-20,6.435
0a,4,2020-02-21,5.04
0a,4,2020-02-22,5.45
0a,4,2020-02-23,7.34
0a,4,2020-02-24,13.81
0a,4,2020-02-25,22.075
0a,4,2020-02-26,5.16
0a,4,2020-02-27,5.665
0a,4,2020-02-28,5.485
0a,4,2020-02-29,5.745
0a,4,2020-03-01,6.695
0a,4,2020-03-02,5.34
0a,4,2020-03-03,5.375
0a,4,2020-03-04,6.225
0a,4,2020-03-05,7.465
0a,4,2020-03-06,6.510526315789473
0a,4,2020-03-07,5.285
0a,4,2020-03-08,5.625
0a,4,2020-03-09,4.915
0a,4,2020-03-10,5.235
0a,4,2020-03-11,7.1049999999999995
0a,4,2020-03-12,6.405
0a,4,2020-03-13,5.965
0a,4,2020-03-14,5.83
0a,4,2020-03-15,5.09
0a,4,2020-03-16,4.95
0a,4,2020-03-17,7.11
0a,4,2020-03-18,4.965
0a,4,2020-03-19,6.2700000000000005
0a,4,2020-03-20,5.81
0a,4,2020-03-21,7.215
0a,4,2020-03-22,7.92
0a,4,2020-03-23,5.305
0a,4,2020-03-24,4.875
0a,4,2020-03-25,4.83
0a,4,2020-03-26,5.28
0a,4,2020-03-27,10.13
0a,4,2020-03-28,13.4
0a,4,2020-03-29,5.775
0a,4,2020-03-30,8.7
0a,4,2020-03-31,6.415
0a,4,2020-04-01,8.155
0a,4,2020-04-02,22.94
0a,4,2020-04-03,21.435
0a,4,2020-04-04,5.525
0a,4,2020-04-05,5.36
0a,4,2020-04-06,5.05
0a,4,2020-04-07,4.92
0a,4,2020-04-08,7.825
0a,4,2020-04-09,8.94
0a,4,2020-04-10,13.99
0a,4,2020-04-11,5.68
0a,4,2020-04-12,6.69
0a,4,2020-04-13,5.525
0a,4,2020-04-14,8.73
0a,4,2020-04-15,8.19
0a,4,2020-04-16,5.565
0a,4,2020-04-17,5.45
0a,4,2020-04-18,5.79
0a,4,2020-04-19,6.525
0a,4,2020-04-20,5.615
0a,4,2020-04-21,9.795
0a,4,2020-04-22,6.15
0a,4,2020-04-23,8.7
0a,4,2020-04-24,6.117647058823529
0a,4,2020-04-25,7.6
0a,4,2020-04-26,17.725
0a,4,2020-04-27,6.584615384615384
0a,4,2020-04-28,6.275
0a,4,2020-04-29,5.30625
0a,4,2020-04-30,5.2125
0a,4,2020-05-01,4.3375
0a,4,2020-05-02,5.9
0a,4,2020-05-03,9.15
0a,4,2020-05-04,5.875
0a,4,2020-05-05,12.566666666666666
0a,4,2020-05-06,5.725
0a,4,2020-05-07,4.925
0a,4,2020-05-08,5.975
0a,4,2020-05-09,5.825
0a,4,2020-05-10,5.0375
0a,4,2020-05-11,6.1875
0a,4,2020-05-12,5.2
0a,4,2020-05-13,5.12
0a,4,2020-05-14,13.56
0a,4,2020-05-15,14.46
0a,4,2020-05-16,18.21
0a,4,2020-05-17,22.55
0a,4,2020-05-18,21.56
0a,4,2020-05-19,7.615
0a,4,2020-05-20,5.065
0a,4,2020-05-21,4.8
0a,4,2020-05-22,7.495
0a,4,2020-05-23,5.78
0a,4,2020-05-24,5.1
0a,4,2020-05-25,6.068421052631579
0a,4,2020-05-26,16.03
0a,4,2020-05-27,6.845
0a,4,2020-05-28,6.77
0a,4,2020-05-29,10.795
0a,4,2020-05-30,7.42
0a,4,2020-05-31,5.075
0a,4,2020-06-01,4.995
0a,4,2020-06-02,5.573333333333333
0a,4,2020-06-03,8.735
0a,4,2020-06-04,5.89
0a,4,2020-06-05,12.735
0a,4,2020-06-06,14.45
0a,4,2020-06-07,5.75625
0a,4,2020-06-08,15.3375
0a,4,2020-06-09,17.05
0a,4,2020-06-10,14.70625
0a,4,2020-06-11,18.78125
0a,4,2020-06-12,20.4125
0a,4,2020-06-13,12.08125
0a,4,2020-06-14,4.525
0a,4,2020-06-15,4.5875
0a,4,2020-06-16,5.31875
0a,4,2020-06-17,7.84
0a,4,2020-06-18,10.84
0a,4,2020-06-19,7.45
0a,4,2020-06-20,6.38
0a,4,2020-06-21,13.275
0a,4,2020-06-22,5.535
0a,4,2020-06-23,14.475
0a,4,2020-06-24,9.535
0a,4,2020-06-25,8.895
0a,4,2020-06-26,6.365
0a,4,2020-06-27,9.2
0a,4,2020-06-28,29.595
0a,4,2020-06-29,22.76
0a,4,2020-06-30,10.265
0a,4,2020-07-01,8.475
0a,4,2020-07-02,4.465
0a,4,2020-07-03,5.2
0a,4,2020-07-04,5.41
0a,4,2020-07-05,4.65
0a,4,2020-07-06,8.66
0a,4,2020-07-07,8.015
0a,4,2020-07-08,14.525
0a,4,2020-07-09,17.675
0a,4,2020-07-10,13.47
0a,4,2020-07-11,12.37
0a,4,2020-07-12,32.325
0a,4,2020-07-13,5.575
0a,4,2020-07-14,5.345
0a,4,2020-07-15,9.555
0a,4,2020-07-16,15.865
0a,4,2020-07-17,15.345
0a,4,2020-07-18,6.64
0a,4,2020-07-19,5.085
0a,4,2020-07-20,5.565
0a,4,2020-07-21,5.935
0a,4,2020-07-22,7.185
0a,4,2020-07-23,5.405
0a,4,2020-07-24,8.33
0a,4,2020-07-25,18.965
0a,4,2020-07-26,42.495
0a,4,2020-07-27,20.765
0a,4,2020-07-28,6.035
0a,4,2020-07-29,8.95
0a,4,2020-07-30,7.235
0a,4,2020-07-31,14.56
0a,4,2020-08-01,9.92
0a,4,2020-08-02,6.88
0a,4,2020-08-03,7.74
0a,4,2020-08-04,4.45
0a,4,2020-08-05,6.09
0a,4,2020-08-06,4.86
0a,4,2020-08-07,10.655
0a,4,2020-08-08,4.4399999999999995
0a,4,2020-08-09,6.075
0a,4,2020-08-10,7.575
0a,4,2020-08-11,12.07
0a,4,2020-08-12,6.2
0a,4,2020-08-13,10.02
0a,4,2020-08-14,5.925
0a,4,2020-08-15,11.565
0a,4,2020-08-16,11.08
0a,4,2020-08-17,4.5
0a,4,2020-08-18,5.14
0a,4,2020-08-19,5.045
0a,4,2020-08-20,4.525
0a,4,2020-08-21,4.61
0a,4,2020-08-22,5.085
0a,4,2020-08-23,5.255
0a,4,2020-08-24,4.640000000000001
0a,4,2020-08-25,5.375
0a,5,2019-11-16,7.345
0a,5,2019-11-17,6.995
0a,5,2019-11-18,5.595
0a,5,2019-11-19,7.63
0a,5,2019-11-20,4.96
0a,5,2019-11-21,5.54
0a,5,2019-11-22,4.46
0a,5,2019-11-23,5.97
0a,5,2019-11-24,7.2
0a,5,2019-11-25,7.94
0a,5,2019-11-26,5.67
0a,5,2019-11-27,4.735
0a,5,2019-11-28,9.02
0a,5,2019-11-29,17.205000000000002
0a,5,2019-11-30,5.175
0a,5,2019-12-01,4.3
0a,5,2019-12-02,4.605
0a,5,2019-12-03,5.625
0a,5,2019-12-04,5.41
0a,5,2019-12-05,7.14
0a,5,2019-12-06,6.455
0a,5,2019-12-07,7.8100000000000005
0a,5,2019-12-08,5.485
0a,5,2019-12-09,6.92
0a,5,2019-12-10,7.9
0a,5,2019-12-11,5.015
0a,5,2019-12-12,5.805
0a,5,2019-12-13,7.625
0a,5,2019-12-14,5.84
0a,5,2019-12-15,7.1450000000000005
0a,5,2019-12-16,9.885
0a,5,2019-12-17,10.365
0a,5,2019-12-18,6.585
0a,5,2019-12-19,9.295
0a,5,2019-12-20,7.08
0a,5,2019-12-21,12.36
0a,5,2019-12-22,7.295
0a,5,2019-12-23,9.6
0a,5,2019-12-24,9.28
0a,5,2019-12-25,10.86
0a,5,2019-12-26,16.225
0a,5,2019-12-27,8.245000000000001
0a,5,2019-12-28,37.365
0a,5,2019-12-29,11.425
0a,5,2019-12-30,11.115
0a,5,2019-12-31,8.19
0a,5,2020-01-01,9.61
0a,5,2020-01-02,5.99
0a,5,2020-01-03,7.04
0a,5,2020-01-04,56.885
0a,5,2020-01-05,6.065
0a,5,2020-01-06,108.615
0a,5,2020-01-07,59.08
0a,5,2020-01-08,35.12
0a,5,2020-01-09,13.120000000000001
0a,5,2020-01-10,34.5
0a,5,2020-01-11,8.17
0a,5,2020-01-12,4.39
0a,5,2020-01-13,5.87
0a,5,2020-01-14,677.435
0a,5,2020-01-15,167.07
0a,5,2020-01-16,49.27
0a,5,2020-01-17,9.084999999999999
0a,5,2020-01-18,6.68
0a,5,2020-01-19,21.14
0a,5,2020-01-20,25.075
0a,5,2020-01-21,8.505
0a,5,2020-01-22,7.835
0a,5,2020-01-23,6.94
0a,5,2020-01-24,5.86
0a,5,2020-01-25,5.31
0a,5,2020-01-26,7.38
0a,5,2020-01-27,5.8
0a,5,2020-01-28,6.76
0a,5,2020-01-29,7.625
0a,5,2020-01-30,9.425
0a,5,2020-01-31,13.24
0a,5,2020-02-01,7.7299999999999995
0a,5,2020-02-02,5.245
0a,5,2020-02-03,5.175
0a,5,2020-02-04,5.78
0a,5,2020-02-05,5.395
0a,5,2020-02-06,13.17
0a,5,2020-02-07,66.51
0a,5,2020-02-08,46.95
0a,5,2020-02-09,9.37
0a,5,2020-02-10,4.545
0a,5,2020-02-11,18.735
0a,5,2020-02-12,7.75
0a,5,2020-02-13,4.35
0a,5,2020-02-14,13.085
0a,5,2020-02-15,7.915
0a,5,2020-02-16,5.26
0a,5,2020-02-17,6.625
0a,5,2020-02-18,9.865
0a,5,2020-02-19,8.33
0a,5,2020-02-20,6.375
0a,5,2020-02-21,5.77
0a,5,2020-02-22,5.405
0a,5,2020-02-23,7.59
0a,5,2020-02-24,11.25
0a,5,2020-02-25,18.76
0a,5,2020-02-26,5.38
0a,5,2020-02-27,5.5600000000000005
0a,5,2020-02-28,5.23
0a,5,2020-02-29,6.26
0a,5,2020-03-01,6.575
0a,5,2020-03-02,4.805
0a,5,2020-03-03,5.085
0a,5,2020-03-04,6.375
0a,5,2020-03-05,6.93
0a,5,2020-03-06,7.45
0a,5,2020-03-07,5.385
0a,5,2020-03-08,5.255
0a,5,2020-03-09,4.965
0a,5,2020-03-10,5.71
0a,5,2020-03-11,7.435
0a,5,2020-03-12,6.715
0a,5,2020-03-13,5.02
0a,5,2020-03-14,5.49
0a,5,2020-03-15,5.105
0a,5,2020-03-16,5.14
0a,5,2020-03-17,8.405
0a,5,2020-03-18,5.575
0a,5,2020-03-19,5.905882352941177
0a,5,2020-03-20,5.805
0a,5,2020-03-21,7.205
0a,5,2020-03-22,7.725
0a,5,2020-03-23,5.1
0a,5,2020-03-24,4.81
0a,5,2020-03-25,4.74
0a,5,2020-03-26,5.61
0a,5,2020-03-27,11.37
0a,5,2020-03-28,17.88
0a,5,2020-03-29,5.5
0a,5,2020-03-30,8.78
0a,5,2020-03-31,6.415
0a,5,2020-04-01,8.215
0a,5,2020-04-02,27.575
0a,5,2020-04-03,21.905
0a,5,2020-04-04,6.105
0a,5,2020-04-05,5.285
0a,5,2020-04-06,5.055
0a,5,2020-04-07,4.995
0a,5,2020-04-08,10.315
0a,5,2020-04-09,9.375
0a,5,2020-04-10,14.620000000000001
0a,5,2020-04-11,5.815
0a,5,2020-04-12,7.275
0a,5,2020-04-13,5.265
0a,5,2020-04-14,8.67
0a,5,2020-04-15,7.97
0a,5,2020-04-16,5.51
0a,5,2020-04-17,5.345
0a,5,2020-04-18,6.32
0a,5,2020-04-19,6.905
0a,5,2020-04-20,5.075
0a,5,2020-04-21,10.185
0a,5,2020-04-22,6.335
0a,5,2020-04-23,10.38
0a,5,2020-04-24,6.6625000000000005
0a,5,2020-04-25,7.1187499999999995
0a,5,2020-04-26,5.2375
0a,5,2020-04-27,6.64
0a,5,2020-04-28,6.5875
0a,5,2020-04-29,4.7375
0a,5,2020-04-30,5.4875
0a,5,2020-05-01,4.4
0a,5,2020-05-02,5.975
0a,5,2020-05-03,8.116666666666667
0a,5,2020-05-04,6.291666666666667
0a,5,2020-05-05,13.658333333333333
0a,5,2020-05-06,5.866666666666666
0a,5,2020-05-07,5.375
0a,5,2020-05-08,6.1125
0a,5,2020-05-09,5.675
0a,5,2020-05-10,5.1
0a,5,2020-05-11,6.275
0a,5,2020-05-12,5.4875
0a,5,2020-05-13,4.97
0a,5,2020-05-14,12.335
0a,5,2020-05-15,14.325
0a,5,2020-05-16,17.01
0a,5,2020-05-17,21.575
0a,5,2020-05-18,18.655
0a,5,2020-05-19,12.365
0a,5,2020-05-20,4.91
0a,5,2020-05-21,5.005
0a,5,2020-05-22,6.14
0a,5,2020-05-23,5.82
0a,5,2020-05-24,5.07
0a,5,2020-05-25,7.275
0a,5,2020-05-26,19.595
0a,5,2020-05-27,6.515
0a,5,2020-05-28,6.17
0a,5,2020-05-29,9.88
0a,5,2020-05-30,7.755
0a,5,2020-05-31,5.1
0a,5,2020-06-01,4.91
0a,5,2020-06-02,5.45625
0a,5,2020-06-03,8.535
0a,5,2020-06-04,5.905
0a,5,2020-06-05,11.41
0a,5,2020-06-06,12.25
0a,5,2020-06-07,5.7
0a,5,2020-06-08,14.66875
0a,5,2020-06-09,17.40625
0a,5,2020-06-10,13.41875
0a,5,2020-06-11,19.9625
0a,5,2020-06-12,18.925
0a,5,2020-06-13,9.174999999999999
0a,5,2020-06-14,5.9375
0a,5,2020-06-15,4.4375
0a,5,2020-06-16,4.6125
0a,5,2020-06-17,8.025
0a,5,2020-06-18,10.065
0a,5,2020-06-19,5.38
0a,5,2020-06-20,6.57
0a,5,2020-06-21,11.32
0a,5,2020-06-22,5.33
0a,5,2020-06-23,11.05
0a,5,2020-06-24,7.485
0a,5,2020-06-25,9.19
0a,5,2020-06-26,6.21
0a,5,2020-06-27,10.745
0a,5,2020-06-28,32.435
0a,5,2020-06-29,20.43
0a,5,2020-06-30,8.78
0a,5,2020-07-01,8.295
0a,5,2020-07-02,4.31
0a,5,2020-07-03,5.025
0a,5,2020-07-04,5.18
0a,5,2020-07-05,4.87
0a,5,2020-07-06,7.96
0a,5,2020-07-07,14.08
0a,5,2020-07-08,15.085
0a,5,2020-07-09,24.695
0a,5,2020-07-10,13.475
0a,5,2020-07-11,12.985
0a,5,2020-07-12,33.980000000000004
0a,5,2020-07-13,5.735
0a,5,2020-07-14,5.375
0a,5,2020-07-15,7.93
0a,5,2020-07-16,14.92
0a,5,2020-07-17,19.105
0a,5,2020-07-18,5.965
0a,5,2020-07-19,5.095
0a,5,2020-07-20,5.22
0a,5,2020-07-21,11.9
0a,5,2020-07-22,5.785
0a,5,2020-07-23,5.155
0a,5,2020-07-24,7.67
0a,5,2020-07-25,16.81
0a,5,2020-07-26,41.49
0a,5,2020-07-27,17.795
0a,5,2020-07-28,6.535
0a,5,2020-07-29,8.925
0a,5,2020-07-30,8.02
0a,5,2020-07-31,14.36
0a,5,2020-08-01,9.515
0a,5,2020-08-02,7.45
0a,5,2020-08-03,7.93
0a,5,2020-08-04,4.359999999999999
0a,5,2020-08-05,6.865
0a,5,2020-08-06,5.055
0a,5,2020-08-07,12.47
0a,5,2020-08-08,4.77
0a,5,2020-08-09,5.12
0a,5,2020-08-10,8.285
0a,5,2020-08-11,14.61
0a,5,2020-08-12,5.72
0a,5,2020-08-13,11.83
0a,5,2020-08-14,5.43
0a,5,2020-08-15,12.435
0a,5,2020-08-16,11.51
0a,5,2020-08-17,4.67
0a,5,2020-08-18,5.13
0a,5,2020-08-19,5.15
0a,5,2020-08-20,4.455
